date, rr, since start
2023-03-28 19:59:15 +0000, 523, 1157958
2023-03-28 19:59:15 +0000, 522, 1158480
2023-03-28 19:59:16 +0000, 523, 1159003
2023-03-28 19:59:16 +0000, 524, 1159527
2023-03-28 19:59:17 +0000, 524, 1160051
2023-03-28 19:59:19 +0000, 523, 1160574
2023-03-28 19:59:19 +0000, 524, 1161098
2023-03-28 19:59:19 +0000, 524, 1161622
2023-03-28 19:59:19 +0000, 522, 1162144
2023-03-28 19:59:20 +0000, 521, 1162665
2023-03-28 19:59:20 +0000, 521, 1163186
2023-03-28 19:59:21 +0000, 523, 1163709
2023-03-28 19:59:21 +0000, 525, 1164234
2023-03-28 19:59:22 +0000, 528, 1164762
2023-03-28 19:59:22 +0000, 522, 1165284
2023-03-28 19:59:23 +0000, 516, 1165800
2023-03-28 19:59:23 +0000, 514, 1166314
2023-03-28 19:59:24 +0000, 514, 1166828
2023-03-28 19:59:24 +0000, 514, 1167342
2023-03-28 19:59:25 +0000, 512, 1167854
2023-03-28 19:59:25 +0000, 508, 1168362
2023-03-28 19:59:26 +0000, 506, 1168868
2023-03-28 19:59:26 +0000, 503, 1169371
2023-03-28 19:59:27 +0000, 507, 1169878
2023-03-28 19:59:27 +0000, 507, 1170385
2023-03-28 19:59:28 +0000, 511, 1170896
2023-03-28 19:59:28 +0000, 510, 1171406
2023-03-28 19:59:29 +0000, 513, 1171919
2023-03-28 19:59:29 +0000, 516, 1172435
2023-03-28 19:59:30 +0000, 522, 1172957
2023-03-28 19:59:30 +0000, 534, 1173491
2023-03-28 19:59:31 +0000, 537, 1174028
2023-03-28 19:59:32 +0000, 533, 1174561
2023-03-28 19:59:32 +0000, 530, 1175091
2023-03-28 19:59:33 +0000, 534, 1175625
2023-03-28 19:59:33 +0000, 531, 1176156
2023-03-28 19:59:34 +0000, 529, 1176685
2023-03-28 19:59:34 +0000, 527, 1177212
2023-03-28 19:59:35 +0000, 525, 1177737
2023-03-28 19:59:35 +0000, 522, 1178259
2023-03-28 19:59:36 +0000, 522, 1178781
2023-03-28 19:59:36 +0000, 523, 1179304
2023-03-28 19:59:37 +0000, 523, 1179827
2023-03-28 19:59:37 +0000, 529, 1180356
2023-03-28 19:59:38 +0000, 531, 1180887
2023-03-28 19:59:38 +0000, 529, 1181416
2023-03-28 19:59:39 +0000, 529, 1181945
2023-03-28 19:59:39 +0000, 526, 1182471
2023-03-28 19:59:40 +0000, 530, 1183001
2023-03-28 19:59:40 +0000, 528, 1183529
2023-03-28 19:59:41 +0000, 526, 1184055
2023-03-28 19:59:42 +0000, 524, 1184579
2023-03-28 19:59:42 +0000, 521, 1185100
2023-03-28 19:59:43 +0000, 526, 1185626
2023-03-28 19:59:43 +0000, 527, 1186153
2023-03-28 19:59:44 +0000, 534, 1186687
2023-03-28 19:59:44 +0000, 535, 1187222
2023-03-28 19:59:45 +0000, 532, 1187754
2023-03-28 19:59:45 +0000, 531, 1188285
2023-03-28 19:59:46 +0000, 530, 1188815
2023-03-28 19:59:46 +0000, 532, 1189347
2023-03-28 19:59:47 +0000, 528, 1189875
2023-03-28 19:59:47 +0000, 523, 1190398
2023-03-28 19:59:48 +0000, 518, 1190916
2023-03-28 19:59:48 +0000, 514, 1191430
2023-03-28 19:59:49 +0000, 514, 1191944
2023-03-28 19:59:49 +0000, 515, 1192459
2023-03-28 19:59:50 +0000, 515, 1192974
2023-03-28 19:59:50 +0000, 519, 1193493
2023-03-28 19:59:51 +0000, 520, 1194013
2023-03-28 19:59:52 +0000, 521, 1194534
2023-03-28 19:59:52 +0000, 524, 1195058
2023-03-28 19:59:53 +0000, 528, 1195586
2023-03-28 19:59:53 +0000, 529, 1196115
2023-03-28 19:59:54 +0000, 524, 1196639
2023-03-28 19:59:54 +0000, 526, 1197165
2023-03-28 19:59:55 +0000, 524, 1197689
2023-03-28 19:59:55 +0000, 520, 1198209
2023-03-28 19:59:57 +0000, 517, 1198726
2023-03-28 19:59:57 +0000, 514, 1199240
2023-03-28 19:59:57 +0000, 512, 1199752
2023-03-28 19:59:57 +0000, 511, 1200263
2023-03-28 19:59:58 +0000, 512, 1200775
2023-03-28 19:59:58 +0000, 514, 1201289
2023-03-28 19:59:59 +0000, 510, 1201799
2023-03-28 19:59:59 +0000, 511, 1202310
2023-03-28 20:00:00 +0000, 511, 1202821
2023-03-28 20:00:00 +0000, 516, 1203337
2023-03-28 20:00:01 +0000, 511, 1203848
2023-03-28 20:00:01 +0000, 510, 1204358
2023-03-28 20:00:02 +0000, 510, 1204868
2023-03-28 20:00:02 +0000, 510, 1205378
2023-03-28 20:00:03 +0000, 510, 1205888
2023-03-28 20:00:03 +0000, 513, 1206401
2023-03-28 20:00:04 +0000, 514, 1206915
2023-03-28 20:00:04 +0000, 512, 1207427
2023-03-28 20:00:05 +0000, 508, 1207935
2023-03-28 20:00:05 +0000, 510, 1208445
2023-03-28 20:00:06 +0000, 510, 1208955
2023-03-28 20:00:06 +0000, 510, 1209465
2023-03-28 20:00:07 +0000, 506, 1209971
2023-03-28 20:00:07 +0000, 505, 1210476
2023-03-28 20:00:08 +0000, 505, 1210981
2023-03-28 20:00:08 +0000, 512, 1211493
2023-03-28 20:00:09 +0000, 516, 1212009
2023-03-28 20:00:09 +0000, 519, 1212528
2023-03-28 20:00:10 +0000, 521, 1213049
2023-03-28 20:00:11 +0000, 519, 1213568
2023-03-28 20:00:11 +0000, 516, 1214084
2023-03-28 20:00:12 +0000, 513, 1214597
2023-03-28 20:00:12 +0000, 516, 1215113
2023-03-28 20:00:14 +0000, 517, 1215630
2023-03-28 20:00:14 +0000, 517, 1216147
2023-03-28 20:00:14 +0000, 513, 1216660
2023-03-28 20:00:14 +0000, 513, 1217173
2023-03-28 20:00:15 +0000, 510, 1217683
2023-03-28 20:00:15 +0000, 511, 1218194
2023-03-28 20:00:16 +0000, 507, 1218701
2023-03-28 20:00:16 +0000, 505, 1219206
2023-03-28 20:00:17 +0000, 506, 1219712
2023-03-28 20:00:17 +0000, 506, 1220218
2023-03-28 20:00:18 +0000, 508, 1220726
2023-03-28 20:00:18 +0000, 513, 1221239
2023-03-28 20:00:19 +0000, 511, 1221750
2023-03-28 20:00:19 +0000, 514, 1222264
2023-03-28 20:00:20 +0000, 512, 1222776
2023-03-28 20:00:20 +0000, 515, 1223291
2023-03-28 20:00:21 +0000, 516, 1223807
2023-03-28 20:00:21 +0000, 519, 1224326
2023-03-28 20:00:22 +0000, 519, 1224845
2023-03-28 20:00:22 +0000, 517, 1225362
2023-03-28 20:00:23 +0000, 514, 1225876
2023-03-28 20:00:23 +0000, 513, 1226389
2023-03-28 20:00:24 +0000, 514, 1226903
2023-03-28 20:00:24 +0000, 514, 1227417
2023-03-28 20:00:25 +0000, 511, 1227928
2023-03-28 20:00:25 +0000, 517, 1228445
2023-03-28 20:00:26 +0000, 515, 1228960
2023-03-28 20:00:26 +0000, 513, 1229473
2023-03-28 20:00:27 +0000, 510, 1229983
2023-03-28 20:00:27 +0000, 504, 1230487
2023-03-28 20:00:28 +0000, 506, 1230993
2023-03-28 20:00:28 +0000, 504, 1231497
2023-03-28 20:00:29 +0000, 506, 1232003
2023-03-28 20:00:29 +0000, 505, 1232508
2023-03-28 20:00:30 +0000, 503, 1233011
2023-03-28 20:00:30 +0000, 497, 1233508
2023-03-28 20:00:31 +0000, 500, 1234008
2023-03-28 20:00:31 +0000, 499, 1234507
2023-03-28 20:00:32 +0000, 500, 1235007
2023-03-28 20:00:32 +0000, 503, 1235510
2023-03-28 20:00:33 +0000, 503, 1236013
2023-03-28 20:00:33 +0000, 503, 1236516
2023-03-28 20:00:34 +0000, 501, 1237017
2023-03-28 20:00:35 +0000, 500, 1237517
2023-03-28 20:00:35 +0000, 501, 1238018
2023-03-28 20:00:36 +0000, 503, 1238521
2023-03-28 20:00:36 +0000, 504, 1239025
2023-03-28 20:00:37 +0000, 507, 1239532
2023-03-28 20:00:37 +0000, 504, 1240036
2023-03-28 20:00:38 +0000, 505, 1240541
2023-03-28 20:00:38 +0000, 508, 1241049
2023-03-28 20:00:39 +0000, 510, 1241559
2023-03-28 20:00:39 +0000, 515, 1242074
2023-03-28 20:00:40 +0000, 518, 1242592
2023-03-28 20:00:40 +0000, 523, 1243115
2023-03-28 20:00:41 +0000, 522, 1243637
2023-03-28 20:00:41 +0000, 522, 1244159
2023-03-28 20:00:42 +0000, 520, 1244679
2023-03-28 20:00:42 +0000, 523, 1245202
2023-03-28 20:00:44 +0000, 519, 1245721
2023-03-28 20:00:44 +0000, 517, 1246238
2023-03-28 20:00:44 +0000, 512, 1246750
2023-03-28 20:00:44 +0000, 511, 1247261
2023-03-28 20:00:45 +0000, 513, 1247774
2023-03-28 20:00:45 +0000, 511, 1248285
2023-03-28 20:00:46 +0000, 507, 1248792
2023-03-28 20:00:46 +0000, 501, 1249293
2023-03-28 20:00:47 +0000, 501, 1249794
2023-03-28 20:00:47 +0000, 504, 1250298
2023-03-28 20:00:48 +0000, 502, 1250800
2023-03-28 20:00:48 +0000, 504, 1251304
2023-03-28 20:00:49 +0000, 505, 1251809
2023-03-28 20:00:49 +0000, 508, 1252317
2023-03-28 20:00:50 +0000, 509, 1252826
2023-03-28 20:00:50 +0000, 515, 1253341
2023-03-28 20:00:51 +0000, 520, 1253861
2023-03-28 20:00:51 +0000, 523, 1254384
2023-03-28 20:00:52 +0000, 521, 1254905
2023-03-28 20:00:52 +0000, 527, 1255432
2023-03-28 20:00:53 +0000, 532, 1255964
2023-03-28 20:00:54 +0000, 529, 1256493
2023-03-28 20:00:54 +0000, 525, 1257018
2023-03-28 20:00:55 +0000, 527, 1257545
2023-03-28 20:00:55 +0000, 524, 1258069
2023-03-28 20:00:56 +0000, 522, 1258591
2023-03-28 20:00:56 +0000, 518, 1259109
2023-03-28 20:00:57 +0000, 511, 1259620
2023-03-28 20:00:57 +0000, 507, 1260127
2023-03-28 20:00:58 +0000, 509, 1260636
2023-03-28 20:00:58 +0000, 508, 1261144
2023-03-28 20:00:59 +0000, 507, 1261651
2023-03-28 20:00:59 +0000, 504, 1262155
2023-03-28 20:01:00 +0000, 505, 1262660
2023-03-28 20:01:00 +0000, 503, 1263163
2023-03-28 20:01:01 +0000, 501, 1263664
2023-03-28 20:01:01 +0000, 504, 1264168
2023-03-28 20:01:02 +0000, 504, 1264672
2023-03-28 20:01:02 +0000, 504, 1265176
2023-03-28 20:01:03 +0000, 507, 1265683
2023-03-28 20:01:03 +0000, 508, 1266191
2023-03-28 20:01:04 +0000, 508, 1266699
2023-03-28 20:01:04 +0000, 505, 1267204
2023-03-28 20:01:05 +0000, 504, 1267708
2023-03-28 20:01:05 +0000, 503, 1268211
2023-03-28 20:01:06 +0000, 508, 1268719
2023-03-28 20:01:06 +0000, 509, 1269228
2023-03-28 20:01:07 +0000, 508, 1269736
2023-03-28 20:01:07 +0000, 506, 1270242
2023-03-28 20:01:08 +0000, 507, 1270749
2023-03-28 20:01:08 +0000, 505, 1271254
2023-03-28 20:01:09 +0000, 505, 1271759
2023-03-28 20:01:09 +0000, 502, 1272261
2023-03-28 20:01:10 +0000, 499, 1272760
2023-03-28 20:01:10 +0000, 494, 1273254
2023-03-28 20:01:11 +0000, 494, 1273748
2023-03-28 20:01:11 +0000, 494, 1274242
2023-03-28 20:01:12 +0000, 497, 1274739
2023-03-28 20:01:12 +0000, 498, 1275237
2023-03-28 20:01:13 +0000, 499, 1275736
2023-03-28 20:01:13 +0000, 501, 1276237
2023-03-28 20:01:14 +0000, 503, 1276740
2023-03-28 20:01:14 +0000, 507, 1277247
2023-03-28 20:01:15 +0000, 508, 1277755
2023-03-28 20:01:15 +0000, 509, 1278264
2023-03-28 20:01:16 +0000, 514, 1278778
2023-03-28 20:01:16 +0000, 518, 1279296
2023-03-28 20:01:17 +0000, 519, 1279815
2023-03-28 20:01:17 +0000, 520, 1280335
2023-03-28 20:01:18 +0000, 518, 1280853
2023-03-28 20:01:18 +0000, 517, 1281370
2023-03-28 20:01:19 +0000, 515, 1281885
2023-03-28 20:01:19 +0000, 512, 1282397
2023-03-28 20:01:20 +0000, 512, 1282909
2023-03-28 20:01:20 +0000, 513, 1283422
2023-03-28 20:01:21 +0000, 510, 1283932
2023-03-28 20:01:21 +0000, 509, 1284441
2023-03-28 20:01:22 +0000, 507, 1284948
2023-03-28 20:01:23 +0000, 507, 1285455
2023-03-28 20:01:23 +0000, 513, 1285968
2023-03-28 20:01:24 +0000, 513, 1286481
2023-03-28 20:01:24 +0000, 508, 1286989
2023-03-28 20:01:25 +0000, 506, 1287495
2023-03-28 20:01:25 +0000, 505, 1288000
2023-03-28 20:01:26 +0000, 504, 1288504
2023-03-28 20:01:26 +0000, 502, 1289006
2023-03-28 20:01:27 +0000, 499, 1289505
2023-03-28 20:01:27 +0000, 494, 1289999
2023-03-28 20:01:28 +0000, 495, 1290494
2023-03-28 20:01:28 +0000, 493, 1290987
2023-03-28 20:01:29 +0000, 496, 1291483
2023-03-28 20:01:29 +0000, 495, 1291978
2023-03-28 20:01:29 +0000, 493, 1292471
2023-03-28 20:01:31 +0000, 495, 1292966
2023-03-28 20:01:31 +0000, 498, 1293464
2023-03-28 20:01:31 +0000, 502, 1293966
2023-03-28 20:01:32 +0000, 505, 1294471
2023-03-28 20:01:32 +0000, 505, 1294976
2023-03-28 20:01:33 +0000, 508, 1295484
2023-03-28 20:01:33 +0000, 514, 1295998
2023-03-28 20:01:34 +0000, 518, 1296516
2023-03-28 20:01:34 +0000, 519, 1297035
2023-03-28 20:01:35 +0000, 519, 1297554
2023-03-28 20:01:35 +0000, 515, 1298069
2023-03-28 20:01:36 +0000, 517, 1298586
2023-03-28 20:01:36 +0000, 513, 1299099
2023-03-28 20:01:37 +0000, 515, 1299614
2023-03-28 20:01:37 +0000, 503, 1300117
2023-03-28 20:01:38 +0000, 498, 1300615
2023-03-28 20:01:38 +0000, 496, 1301111
2023-03-28 20:01:39 +0000, 493, 1301604
2023-03-28 20:01:39 +0000, 495, 1302099
2023-03-28 20:01:40 +0000, 495, 1302594
2023-03-28 20:01:40 +0000, 493, 1303087
2023-03-28 20:01:41 +0000, 491, 1303578
2023-03-28 20:01:41 +0000, 491, 1304069
2023-03-28 20:01:42 +0000, 492, 1304561
2023-03-28 20:01:42 +0000, 498, 1305059
2023-03-28 20:01:43 +0000, 498, 1305557
2023-03-28 20:01:43 +0000, 498, 1306055
2023-03-28 20:01:44 +0000, 499, 1306554
2023-03-28 20:01:44 +0000, 502, 1307056
2023-03-28 20:01:45 +0000, 509, 1307565
2023-03-28 20:01:45 +0000, 507, 1308072
2023-03-28 20:01:46 +0000, 509, 1308581
2023-03-28 20:01:46 +0000, 509, 1309090
2023-03-28 20:01:47 +0000, 513, 1309603
2023-03-28 20:01:47 +0000, 510, 1310113
2023-03-28 20:01:48 +0000, 508, 1310621
2023-03-28 20:01:48 +0000, 504, 1311125
2023-03-28 20:01:49 +0000, 505, 1311630
2023-03-28 20:01:49 +0000, 504, 1312134
2023-03-28 20:01:50 +0000, 499, 1312633
2023-03-28 20:01:50 +0000, 493, 1313126
2023-03-28 20:01:51 +0000, 488, 1313614
2023-03-28 20:01:51 +0000, 491, 1314105
2023-03-28 20:01:52 +0000, 488, 1314593
2023-03-28 20:01:52 +0000, 485, 1315078
2023-03-28 20:01:53 +0000, 481, 1315559
2023-03-28 20:01:53 +0000, 486, 1316045
2023-03-28 20:01:54 +0000, 483, 1316528
2023-03-28 20:01:54 +0000, 485, 1317013
2023-03-28 20:01:55 +0000, 486, 1317499
2023-03-28 20:01:55 +0000, 485, 1317984
2023-03-28 20:01:56 +0000, 481, 1318465
2023-03-28 20:01:56 +0000, 488, 1318953
2023-03-28 20:01:58 +0000, 494, 1319447
2023-03-28 20:01:58 +0000, 497, 1319944
2023-03-28 20:01:58 +0000, 496, 1320440
2023-03-28 20:01:58 +0000, 495, 1320935
2023-03-28 20:01:58 +0000, 492, 1321427
2023-03-28 20:01:59 +0000, 496, 1321923
2023-03-28 20:01:59 +0000, 495, 1322418
2023-03-28 20:02:00 +0000, 492, 1322910
2023-03-28 20:02:00 +0000, 488, 1323398
2023-03-28 20:02:01 +0000, 487, 1323885
2023-03-28 20:02:01 +0000, 490, 1324375
2023-03-28 20:02:02 +0000, 488, 1324863
2023-03-28 20:02:02 +0000, 486, 1325349
2023-03-28 20:02:03 +0000, 485, 1325834
2023-03-28 20:02:03 +0000, 482, 1326316
2023-03-28 20:02:04 +0000, 485, 1326801
2023-03-28 20:02:04 +0000, 484, 1327285
2023-03-28 20:02:05 +0000, 483, 1327768
2023-03-28 20:02:05 +0000, 482, 1328250
2023-03-28 20:02:06 +0000, 480, 1328730
2023-03-28 20:02:06 +0000, 478, 1329208
2023-03-28 20:02:07 +0000, 481, 1329689
2023-03-28 20:02:07 +0000, 483, 1330172
2023-03-28 20:02:08 +0000, 483, 1330655
2023-03-28 20:02:08 +0000, 485, 1331140
2023-03-28 20:02:09 +0000, 487, 1331627
2023-03-28 20:02:09 +0000, 485, 1332112
2023-03-28 20:02:10 +0000, 488, 1332600
2023-03-28 20:02:10 +0000, 488, 1333088
2023-03-28 20:02:11 +0000, 489, 1333577
2023-03-28 20:02:11 +0000, 490, 1334067
2023-03-28 20:02:12 +0000, 487, 1334554
2023-03-28 20:02:12 +0000, 486, 1335040
2023-03-28 20:02:13 +0000, 484, 1335524
2023-03-28 20:02:13 +0000, 488, 1336012
2023-03-28 20:02:14 +0000, 487, 1336499
2023-03-28 20:02:14 +0000, 486, 1336985
2023-03-28 20:02:15 +0000, 484, 1337469
2023-03-28 20:02:15 +0000, 487, 1337956
2023-03-28 20:02:15 +0000, 486, 1338442
2023-03-28 20:02:16 +0000, 485, 1338927
2023-03-28 20:02:16 +0000, 486, 1339413
2023-03-28 20:02:17 +0000, 489, 1339902
2023-03-28 20:02:17 +0000, 490, 1340392
2023-03-28 20:02:18 +0000, 490, 1340882
2023-03-28 20:02:18 +0000, 490, 1341372
2023-03-28 20:02:19 +0000, 491, 1341863
2023-03-28 20:02:19 +0000, 493, 1342356
2023-03-28 20:02:20 +0000, 491, 1342847
2023-03-28 20:02:20 +0000, 488, 1343335
2023-03-28 20:02:21 +0000, 485, 1343820
2023-03-28 20:02:21 +0000, 484, 1344304
2023-03-28 20:02:22 +0000, 488, 1344792
2023-03-28 20:02:22 +0000, 486, 1345278
2023-03-28 20:02:23 +0000, 485, 1345763
2023-03-28 20:02:23 +0000, 482, 1346245
2023-03-28 20:02:24 +0000, 482, 1346727
2023-03-28 20:02:24 +0000, 485, 1347212
2023-03-28 20:02:25 +0000, 490, 1347702
2023-03-28 20:02:25 +0000, 489, 1348191
2023-03-28 20:02:26 +0000, 490, 1348681
2023-03-28 20:02:26 +0000, 488, 1349169
2023-03-28 20:02:27 +0000, 488, 1349657
2023-03-28 20:02:27 +0000, 493, 1350150
2023-03-28 20:02:28 +0000, 493, 1350643
2023-03-28 20:02:28 +0000, 492, 1351135
2023-03-28 20:02:29 +0000, 490, 1351625
2023-03-28 20:02:29 +0000, 488, 1352113
2023-03-28 20:02:30 +0000, 488, 1352601
2023-03-28 20:02:30 +0000, 490, 1353091
2023-03-28 20:02:31 +0000, 493, 1353584
2023-03-28 20:02:31 +0000, 493, 1354077
2023-03-28 20:02:32 +0000, 492, 1354569
2023-03-28 20:02:32 +0000, 490, 1355059
2023-03-28 20:02:33 +0000, 491, 1355550
2023-03-28 20:02:33 +0000, 493, 1356043
2023-03-28 20:02:34 +0000, 493, 1356536
2023-03-28 20:02:34 +0000, 488, 1357024
2023-03-28 20:02:35 +0000, 483, 1357507
2023-03-28 20:02:35 +0000, 481, 1357988
2023-03-28 20:02:36 +0000, 481, 1358469
2023-03-28 20:02:36 +0000, 482, 1358951
2023-03-28 20:02:37 +0000, 481, 1359432
2023-03-28 20:02:37 +0000, 479, 1359911
2023-03-28 20:02:37 +0000, 481, 1360392
2023-03-28 20:02:38 +0000, 482, 1360874
2023-03-28 20:02:38 +0000, 480, 1361354
2023-03-28 20:02:39 +0000, 479, 1361833
2023-03-28 20:02:39 +0000, 480, 1362313
2023-03-28 20:02:40 +0000, 480, 1362793
2023-03-28 20:02:40 +0000, 480, 1363273
2023-03-28 20:02:41 +0000, 482, 1363755
2023-03-28 20:02:41 +0000, 481, 1364236
2023-03-28 20:02:42 +0000, 481, 1364717
2023-03-28 20:02:42 +0000, 481, 1365198
2023-03-28 20:02:43 +0000, 479, 1365677
2023-03-28 20:02:43 +0000, 482, 1366159
2023-03-28 20:02:44 +0000, 486, 1366645
2023-03-28 20:02:44 +0000, 487, 1367132
2023-03-28 20:02:45 +0000, 483, 1367615
2023-03-28 20:02:45 +0000, 481, 1368096
2023-03-28 20:02:46 +0000, 483, 1368579
2023-03-28 20:02:46 +0000, 480, 1369059
2023-03-28 20:02:47 +0000, 481, 1369540
2023-03-28 20:02:47 +0000, 478, 1370018
2023-03-28 20:02:48 +0000, 478, 1370496
2023-03-28 20:02:48 +0000, 479, 1370975
2023-03-28 20:02:49 +0000, 482, 1371457
2023-03-28 20:02:49 +0000, 482, 1371939
2023-03-28 20:02:50 +0000, 480, 1372419
2023-03-28 20:02:50 +0000, 482, 1372901
2023-03-28 20:02:50 +0000, 482, 1373383
2023-03-28 20:02:51 +0000, 483, 1373866
2023-03-28 20:02:51 +0000, 482, 1374348
2023-03-28 20:02:52 +0000, 482, 1374830
2023-03-28 20:02:52 +0000, 479, 1375309
2023-03-28 20:02:53 +0000, 478, 1375787
2023-03-28 20:02:53 +0000, 481, 1376268
2023-03-28 20:02:54 +0000, 480, 1376748
2023-03-28 20:02:54 +0000, 480, 1377228
2023-03-28 20:02:55 +0000, 483, 1377711
2023-03-28 20:02:55 +0000, 484, 1378195
2023-03-28 20:02:56 +0000, 484, 1378679
2023-03-28 20:02:56 +0000, 486, 1379165
2023-03-28 20:02:57 +0000, 486, 1379651
2023-03-28 20:02:57 +0000, 487, 1380138
2023-03-28 20:02:58 +0000, 483, 1380621
2023-03-28 20:02:58 +0000, 485, 1381106
2023-03-28 20:02:59 +0000, 482, 1381588
2023-03-28 20:02:59 +0000, 483, 1382071
2023-03-28 20:03:00 +0000, 482, 1382553
2023-03-28 20:03:00 +0000, 480, 1383033
2023-03-28 20:03:01 +0000, 481, 1383514
2023-03-28 20:03:01 +0000, 479, 1383993
2023-03-28 20:03:02 +0000, 479, 1384472
2023-03-28 20:03:02 +0000, 478, 1384950
2023-03-28 20:03:03 +0000, 476, 1385426
2023-03-28 20:03:03 +0000, 486, 1385912
2023-03-28 20:03:03 +0000, 486, 1386398
2023-03-28 20:03:04 +0000, 485, 1386883
2023-03-28 20:03:04 +0000, 484, 1387367
2023-03-28 20:03:05 +0000, 485, 1387852
2023-03-28 20:03:05 +0000, 486, 1388338
2023-03-28 20:03:06 +0000, 489, 1388827
2023-03-28 20:03:06 +0000, 489, 1389316
2023-03-28 20:03:07 +0000, 485, 1389801
2023-03-28 20:03:07 +0000, 484, 1390285
2023-03-28 20:03:08 +0000, 485, 1390770
2023-03-28 20:03:08 +0000, 484, 1391254
2023-03-28 20:03:09 +0000, 482, 1391736
2023-03-28 20:03:09 +0000, 476, 1392212
2023-03-28 20:03:10 +0000, 475, 1392687
2023-03-28 20:03:10 +0000, 474, 1393161
2023-03-28 20:03:11 +0000, 476, 1393637
2023-03-28 20:03:11 +0000, 478, 1394115
2023-03-28 20:03:12 +0000, 480, 1394595
2023-03-28 20:03:12 +0000, 477, 1395072
2023-03-28 20:03:13 +0000, 478, 1395550
2023-03-28 20:03:13 +0000, 478, 1396028
2023-03-28 20:03:14 +0000, 480, 1396508
2023-03-28 20:03:14 +0000, 484, 1396992
2023-03-28 20:03:15 +0000, 482, 1397474
2023-03-28 20:03:15 +0000, 481, 1397955
2023-03-28 20:03:16 +0000, 482, 1398437
2023-03-28 20:03:16 +0000, 484, 1398921
2023-03-28 20:03:17 +0000, 483, 1399404
2023-03-28 20:03:17 +0000, 483, 1399887
2023-03-28 20:03:17 +0000, 483, 1400370
2023-03-28 20:03:18 +0000, 484, 1400854
2023-03-28 20:03:18 +0000, 489, 1401343
2023-03-28 20:03:19 +0000, 488, 1401831
2023-03-28 20:03:19 +0000, 491, 1402322
2023-03-28 20:03:20 +0000, 491, 1402813
2023-03-28 20:03:20 +0000, 491, 1403304
2023-03-28 20:03:21 +0000, 488, 1403792
2023-03-28 20:03:21 +0000, 491, 1404283
2023-03-28 20:03:23 +0000, 494, 1404777
2023-03-28 20:03:23 +0000, 494, 1405271
2023-03-28 20:03:23 +0000, 491, 1405762
2023-03-28 20:03:23 +0000, 495, 1406257
2023-03-28 20:03:24 +0000, 493, 1406750
2023-03-28 20:03:24 +0000, 493, 1407243
2023-03-28 20:03:25 +0000, 494, 1407737
2023-03-28 20:03:25 +0000, 494, 1408231
2023-03-28 20:03:26 +0000, 496, 1408727
2023-03-28 20:03:26 +0000, 495, 1409222
2023-03-28 20:03:27 +0000, 493, 1409715
2023-03-28 20:03:27 +0000, 492, 1410207
2023-03-28 20:03:28 +0000, 492, 1410699
2023-03-28 20:03:28 +0000, 494, 1411193
2023-03-28 20:03:29 +0000, 495, 1411688
2023-03-28 20:03:29 +0000, 494, 1412182
2023-03-28 20:03:30 +0000, 492, 1412674
2023-03-28 20:03:30 +0000, 493, 1413167
2023-03-28 20:03:31 +0000, 494, 1413661
2023-03-28 20:03:31 +0000, 492, 1414153
2023-03-28 20:03:32 +0000, 490, 1414643
2023-03-28 20:03:32 +0000, 491, 1415134
2023-03-28 20:03:33 +0000, 491, 1415625
2023-03-28 20:03:33 +0000, 490, 1416115
2023-03-28 20:03:34 +0000, 487, 1416602
2023-03-28 20:03:34 +0000, 489, 1417091
2023-03-28 20:03:35 +0000, 488, 1417579
2023-03-28 20:03:35 +0000, 487, 1418066
2023-03-28 20:03:36 +0000, 486, 1418552
2023-03-28 20:03:36 +0000, 490, 1419042
2023-03-28 20:03:37 +0000, 491, 1419533
2023-03-28 20:03:37 +0000, 493, 1420026
2023-03-28 20:03:38 +0000, 492, 1420518
2023-03-28 20:03:38 +0000, 496, 1421014
2023-03-28 20:03:39 +0000, 497, 1421511
2023-03-28 20:03:39 +0000, 493, 1422004
2023-03-28 20:03:40 +0000, 496, 1422500
2023-03-28 20:03:40 +0000, 499, 1422999
2023-03-28 20:03:41 +0000, 498, 1423497
2023-03-28 20:03:41 +0000, 494, 1423991
2023-03-28 20:03:42 +0000, 491, 1424482
2023-03-28 20:03:42 +0000, 491, 1424973
2023-03-28 20:03:43 +0000, 488, 1425461
2023-03-28 20:03:43 +0000, 489, 1425950
2023-03-28 20:03:44 +0000, 487, 1426437
2023-03-28 20:03:44 +0000, 487, 1426924
2023-03-28 20:03:45 +0000, 488, 1427412
2023-03-28 20:03:45 +0000, 487, 1427899
2023-03-28 20:03:46 +0000, 488, 1428387
2023-03-28 20:03:46 +0000, 490, 1428877
2023-03-28 20:03:46 +0000, 489, 1429366
2023-03-28 20:03:47 +0000, 490, 1429856
2023-03-28 20:03:47 +0000, 492, 1430348
2023-03-28 20:03:48 +0000, 497, 1430845
2023-03-28 20:03:49 +0000, 501, 1431346
2023-03-28 20:03:49 +0000, 504, 1431850
2023-03-28 20:03:50 +0000, 501, 1432351
2023-03-28 20:03:50 +0000, 502, 1432853
2023-03-28 20:03:51 +0000, 506, 1433359
2023-03-28 20:03:51 +0000, 506, 1433865
2023-03-28 20:03:51 +0000, 505, 1434370
2023-03-28 20:03:52 +0000, 499, 1434869
2023-03-28 20:03:53 +0000, 498, 1435367
2023-03-28 20:03:53 +0000, 496, 1435863
2023-03-28 20:03:53 +0000, 496, 1436359
2023-03-28 20:03:54 +0000, 494, 1436853
2023-03-28 20:03:54 +0000, 493, 1437346
